Latitude,Longitude,Avg_Humidity,Avg_Temp,Avg_Temp_Max,Avg_Temp_Min
37.15,140.45,92,106,-11,-7
32.3116,106.81985,26,164,180,33
34.66688,109.27436,8,-32,179,99
6.69611,124.56611,75,-49,22,119
59.3326,18.0649,22,88,147,112
37.95,139.33333,7,158,15,83
56.6745,12.8568,46,48,199,31
6.77837,4.03386,14,-15,71,124
44.01911,18.15477,5,-8,135,27
37.45,25.4,8,-16,55,27
-10.5125,121.8513,51,162,-49,192
50.47274,15.38459,13,73,145,62
53.24319,39.96288,93,197,35,151
51.31076,17.06331,13,-48,150,83
28.49152,116.40419,69,-11,181,62
50.66586,15.08985,87,87,20,-34
37.41387,121.81633,87,9,164,44
18.5,-70,41,-44,151,64
-7.3689,107.756,88,142,69,103
32.36815,119.533,43,134,74,182
27.83812,115.46571,99,22,115,-46
31.8801,36.83113,82,67,-23,122
36.1866,-86.7852,22,111,33,52
13.12972,122.97917,33,101,98,-39
9.817,122.6043,9,195,82,158
-8.0684,111.9091,18,72,-43,58
-15.03417,40.73583,34,4,61,65
9.7817,124.4693,61,-23,6,182
24.48912,112.26926,49,-17,127,-35
34.81667,135.76667,84,66,5,160
-1.03326,37.06933,28,120,191,50
39.38333,22.75,35,164,-28,-42
10.3773,123.6386,5,-43,158,87
28.40667,106.42444,16,21,-24,130
55.96667,24.75,6,88,122,191
55.66667,37.45,24,100,-14,-2
-9.26167,-77.69278,24,127,103,-45
7.33306,125.63778,97,45,141,168
52.155,5.3875,53,142,131,43
39.59654,116.03094,65,101,3,180
8.85706,104.812,59,-25,153,12
-19.18929,-65.12329,22,-4,84,186
55.7,37.85,53,102,105,126
5.30424,96.02744,61,100,15,157
52.2017,-0.8852,65,-36,69,90
31.86374,118.3764,49,-29,69,2
42.61667,25.4,75,72,-26,200
43.28447,46.45763,100,135,178,161
30.05,114.8,10,34,1,-9
-8.683,122.3081,50,157,96,-35
-14.145,-71.40694,45,10,70,95
55.70033,37.74271,98,88,59,78
49.98103,19.55017,82,176,0,187
-16.47083,-54.63556,67,-20,65,185
-7.0045,108.4035,42,136,13,-12
53.46013,16.09961,1,-36,21,-18
15.252,120.0169,47,136,18,130
-8.9709,117.216,54,31,-34,125
43.6583,3.97,25,67,15,-9
56.14403,43.78832,37,185,38,118
3.0431,101.4407,79,117,43,102
-26.30808,-59.37291,46,144,174,-38
18.2519,-98.0547,37,196,104,-15
-6.7,38.73333,26,5,101,-21
46.11917,73.61917,5,110,-17,17
7.96378,-68.43384,20,21,-22,76
30.92143,113.90051,34,123,60,-24
13.42417,-87.44722,7,72,-1,45
46.69823,-71.58275,36,-25,76,-25
41.99083,122.82528,87,152,74,-46
35.49283,105.2201,99,200,23,129
40.37943,44.59828,79,106,168,6
40.75712,125.42786,78,57,-42,97
-8.3252,113.5035,19,65,194,173
-29.12528,-56.55306,47,-15,-41,175
9.1025,123.1996,75,86,70,29
18.87309,-71.51656,68,144,-36,49
41.0938,-85.0707,92,38,-35,133
28.40169,112.99492,57,159,-9,104
43.53333,26.51667,32,-32,9,77
27.69833,119.85917,44,132,-47,-41
55.8393,13.3039,68,154,19,176
49.77445,17.74941,39,164,65,146
41.9335,126.54694,39,200,160,23
39.2,-9.2667,23,30,179,-28
60.31991,23.82085,3,8,148,34
23.27217,116.60502,7,156,54,74
42.55139,21.90028,25,155,81,16
5.1009,6.81411,37,128,200,166
51.5921,43.1861,10,-6,40,-21
0.627,122.9778,17,194,140,24
44.2163,133.17706,15,-32,173,106
34.7269,-92.344,9,81,92,183
48.2009,5.9484,16,19,170,16
20.46067,45.57792,50,-11,187,-17
15.9241,120.39649,57,-13,39,93
-31.89618,-61.85984,38,2,184,145
50.01193,19.19294,75,-2,112,57
-7.0103,108.6329,22,-3,17,1
34.58787,68.95091,61,187,-26,48
-26.74056,-49.17694,35,132,200,115
34.10167,71.14667,78,116,85,-29
-6.4154,105.9121,20,89,-21,-42
48.6957,2.1873,63,178,77,152
23.97282,109.66678,61,83,134,90
-9.81517,124.43378,57,134,117,20
32.96309,119.73715,98,176,51,1
6.3125,124.88028,46,155,-3,-2
46.50665,41.34185,65,152,108,122
-8.4076,120.6293,100,0,114,184
60.24015,23.71789,80,134,30,165
-6.9318,111.2882,30,40,-22,91
52.3666,4.9027,100,125,81,165
38.43333,22.66667,19,156,-44,61
-11.6075,43.27611,23,65,142,141
-24.73611,-48.12278,58,185,-2,62
-25.85,-56.61667,70,48,49,186
7.35528,124.22083,6,114,103,76
39.15278,127.44361,19,-14,51,-15
53.7038,40.1109,100,172,82,64
-39.81422,-73.24589,5,54,18,56
-6.4593,105.9208,19,150,194,189
,,7,-3,-11,39
15.3953,-92.4056,49,50,172,16
55.73501,37.79088,59,191,58,106
-24.08333,-54.51667,31,51,178,94
40.85,-7.95,83,170,128,144
35.55,140.36667,49,90,138,135
59.514,15.9926,48,157,138,-36
29.53086,108.21126,48,61,118,142
-8.3407,118.9145,39,66,184,16
46.30241,102.44554,4,157,-45,90
48.28034,24.9333,67,165,73,-16
48.03104,38.80934,19,-26,140,-35
-6.2173,106.044,59,44,4,60
55.47785,38.90906,25,90,75,160
17.72271,121.44695,42,119,173,116
45.11678,-72.98244,11,-17,-38,-31
5.88737,10.01176,82,102,132,123
-6.7751,111.2159,98,120,-23,122
53.37012,36.62297,41,168,50,171
23.72048,117.14866,46,86,199,135
35.42146,133.24224,17,56,178,119
29.57316,120.3245,97,138,102,46
28.58499,115.2423,58,194,7,75
-3.98652,-79.35912,5,-48,85,25
40.14557,99.39818,13,93,-20,16
38.6111,-90.3225,71,145,200,174
7.89194,-11.9025,10,165,26,-5
35.71842,52.06958,44,-24,156,42
-8.11861,111.03,69,14,-26,-16
-1.59263,-79.00098,76,-30,199,110
31.07087,119.56023,72,53,116,69
58.0371,12.8091,84,111,-17,148
50.00559,18.23576,7,170,-1,199
45.9275,20.07722,32,65,99,168
24.11367,102.68678,28,2,59,76
5.1552,-52.6478,87,63,72,73
42.1707,-72.6048,94,187,34,-43
40.25684,72.12793,71,108,87,-24
49.0167,2.25,79,57,127,124
4.23282,126.86129,89,175,167,11
7.87139,9.77786,68,172,79,118
43.33333,27.6,49,48,24,106
29.90072,114.31877,20,159,107,113
40.89255,44.19915,6,126,103,-31
60.1833,18.1833,61,13,164,-35
35.81251,139.6856,50,27,104,147
54.7605,38.87841,40,169,46,94
58.38062,26.72509,35,143,152,-15
14.17182,109.04888,94,92,-4,23
40.88985,122.55776,46,164,142,192
5.01111,-9.03889,20,172,77,-26
-20.25806,-42.03361,41,34,190,182
52.55757,23.80525,90,108,185,35
-7.2248,108.2027,19,14,179,-16
-6.85167,-76.34167,38,61,192,50
-7.6608,108.7302,31,-16,23,100
59.16806,24.7575,15,78,-44,103
48.6833,5.9,43,143,40,-50
4.78978,8.5316,20,72,94,-19
22.6489,114.19612,25,88,29,176
-32.6978,-62.10672,17,33,170,169
5.84752,-5.682,82,7,-29,175
37.79872,126.408,35,49,156,107
31.39625,90.00958,100,130,82,-43
31.23513,121.52759,33,131,51,38
-6.9259,113.8913,45,-18,199,52
29.7542,116.09721,100,112,156,57
45.8315,1.2578,9,-39,157,-3
49.07907,29.84726,59,1,41,47
-6.9123,112.531,92,80,16,36
27.9654,-82.8001,78,156,66,196
53.34071,16.08793,2,130,4,8
35.97358,37.30234,21,166,-24,71
14.34062,100.86733,88,15,197,122
25.10861,111.45528,62,-2,143,32
17.0617,-99.4939,75,56,-35,149
59.46204,29.62993,60,110,74,119
13.9,99.76667,98,125,46,56
-8.92947,-74.70771,25,63,120,-33
17.4257,102.56692,16,-30,-24,120
18.45962,-77.3357,27,28,56,11
54.23333,23.51667,1,47,-47,97
41.28776,113.07029,84,-26,-30,59
43.49806,43.61889,31,70,82,149
-8.5361,123.4108,23,-38,121,-7
41.3833,-8.1167,6,138,188,-25
10.06821,105.82221,52,49,46,-22
-8.2336,123.706,21,87,86,64
-25.17838,46.08722,31,0,-19,135
-24.18832,-62.89021,65,163,160,199
45.9125,13.63417,77,145,122,105
17.2,-62.58333,26,-25,43,150
56.2773,14.534,27,165,106,42
33.69032,36.10354,46,22,62,104
14.22806,-90.17583,51,103,163,-4
-7.258,112.7581,68,139,119,-29
58.4644,56.4127,2,161,20,3
-40.57395,-73.13348,43,14,184,133
35.51667,140.31667,2,158,55,137
51.31911,21.95502,21,128,134,197
16.7033,-97.6617,3,-16,121,194
-22.35694,-47.38417,1,177,46,91
51.65078,19.80191,33,127,-26,35
-20.8823,55.4504,72,59,60,124
46.05996,126.55224,39,180,166,177
45.97139,13.64944,60,162,22,185
-11.48472,-37.93278,53,122,175,71
32.32358,109.64027,21,1,185,-17
14.24482,121.50797,38,-8,46,67
29.20335,108.84728,90,8,-45,133
28.05083,109.85,37,152,139,-42
13.8183,122.7923,8,30,126,44
-12.31667,-38.76667,32,117,-41,26
51.5265,-0.0986,47,188,55,79
-36.91754,174.65773,57,13,43,-50
43.88014,18.07452,17,21,65,-13
13.72698,100.21526,32,172,108,114
36.41097,138.99621,67,-37,55,115
-3.4116,115.0134,5,137,-7,130
28.34972,107.85333,80,-6,27,134
6.95167,125.09694,64,21,3,-13
58.40356,49.05719,59,164,-31,191
30.77959,120.71177,85,13,35,182
-2.69583,-44.82139,26,18,164,200
28.39968,114.80415,47,171,-7,100
-22.13333,-56.51667,50,128,162,-11
42.03083,21.44667,66,-34,-8,-3
31.13804,108.47907,88,78,-31,179
38.56514,114.02731,72,97,-47,90
59.3667,18.1333,38,173,-28,11
44.41222,40.79361,42,76,-22,40
63.8284,20.2597,72,96,125,-23
-22.62917,-43.89806,8,156,12,42
35.4484,-5.09627,93,197,16,50
47.50722,28.27694,92,145,122,-50
-27.09625,-54.89626,71,112,74,164
52.22338,18.25121,86,-35,5,185
45.40618,-73.9456,90,-48,114,10
55.744,38.01684,36,36,82,29
23.97972,115.29994,100,176,33,7
44.41113,84.30713,25,-37,147,158
46.85591,89.69761,46,-5,197,-18
43.82222,18.20667,30,153,46,65
-16.40639,-49.21861,92,30,74,128
31.38378,115.07617,44,168,86,172
49.43216,18.28859,22,73,185,69
-15.0525,-71.12889,36,44,121,110
41.028,-81.4632,5,107,87,39
-8.0503,111.8995,54,-41,-47,-38
34.42647,70.45153,30,188,126,12
-37.38333,175.83333,36,73,5,187
26.88946,112.61888,66,141,64,-23
56.20111,95.46111,59,65,151,29
-3.02028,31.89583,10,119,43,2
35.77799,10.82617,34,-27,58,15
49.80162,125.77767,99,54,-27,-21
34.21667,119.575,42,71,30,-30
22.92832,112.03954,28,-31,-5,4
32.82808,118.84443,52,175,7,52
-6.6595,111.0244,52,195,100,-47
-7.458,107.9812,15,182,28,196
-4.46667,38.06667,50,79,108,16
54.1869,19.72149,13,153,-36,11
-8.1959,114.2985,65,176,120,51
12.5336,124.3305,78,0,-33,-46
33.95,130.95,25,126,62,179
40.66194,68.17222,59,-39,100,149
10.46127,-67.76872,46,96,78,5
-8.2383,123.7896,18,77,116,-18
46.85628,83.12263,3,-6,-8,-11
9.9616,124.0252,59,83,86,185
-21.82694,-47.24861,47,74,-17,104
-6.9764,111.4102,96,71,71,36
33.2511,113.72524,68,149,158,-9
59.3059,17.9872,75,-13,92,112
5.63333,-73.31667,51,75,70,97
-8.7865,120.9715,87,8,133,-41
6.39694,124.7225,14,180,-12,139
-8.011,111.9641,56,193,-33,76
10.446,122.8348,100,-41,-39,-25
41.33662,86.25676,9,42,7,198
-26.73333,-60.61667,41,167,60,9
22.65562,113.12802,59,148,24,58
-6.9141,111.3116,51,183,-24,186
55.97,37.6,74,-11,80,17
-4.81629,34.74358,87,191,188,135
47.52334,126.04085,3,134,-32,26
61.8425,-6.80778,41,72,38,141
63.2909,18.7153,63,125,13,3
44.55778,14.88667,66,55,53,44
52.26816,22.58394,61,73,50,40
6.58139,122.17944,11,-12,-5,-23
43.2969,5.3811,79,186,-24,101
51.13898,39.40215,36,-47,91,28
22.86991,-82.42193,77,-48,121,75
28.22199,109.45885,39,148,-13,144
14.55027,121.03269,54,1,103,101
50.43324,21.2812,46,135,137,-18
38.33092,140.97691,20,-43,-31,4
35,136.96667,51,179,67,-25
53.61191,22.06321,48,-20,0,99
33.07227,36.18382,71,191,57,83
50.10845,14.68013,20,72,32,116
33.73848,36.60071,5,-8,151,145
1.531,110.3442,74,97,174,64
43.05417,17.64833,68,174,150,-37
29.46207,109.45826,86,-45,37,159
56.17759,42.84588,46,56,3,-2
60.3427,17.5181,89,43,15,-3
60.4858,15.4371,52,117,2,-32
37.21959,68.7802,53,90,6,162
-16.20639,-44.43333,80,71,155,-46
31.47551,102.05884,51,-3,111,107
13.72417,-89.17028,42,72,-12,35
-6.9117,113.1058,61,115,-13,152
50.2611,15.96107,66,141,134,153
50.80229,20.80791,40,97,151,197
59.3501,17.9658,60,165,142,127
51.19866,18.19147,35,194,-22,116
44.1333,4.0833,66,182,178,185
49.02858,17.72205,68,-6,108,83
26.93809,103.03956,82,164,103,197
-9.62074,119.56671,75,81,-35,42
51.52434,16.54326,21,175,3,102
49.29031,120.70609,34,116,-39,32
50.08158,14.25856,54,134,-26,28
11.92144,109.15913,53,37,-25,9
31.30646,118.53082,3,155,36,73
35.32297,25.39275,78,-12,188,136
31.62519,65.05511,87,25,178,-49
59.6361,17.0777,46,43,-41,19
15.4183,104.92363,58,151,147,129
42.1,-8.2667,31,147,-15,143
37.95,-8.1833,49,-44,137,86
37.0156,-76.4332,44,-23,169,29
50.06044,19.72595,94,114,177,130
-8.2909,123.2391,83,114,175,98
3.5087,103.0262,79,-18,144,16
-8.3641,123.4965,46,-4,159,109
11.07417,-68.85604,45,53,150,174
54.3656,81.8994,83,-26,-4,183
45.47885,133.42825,6,22,10,1
4.84262,7.85252,15,36,65,19
31.3258,111.83147,29,12,96,97
56.83971,42.5973,9,179,97,193
-7.3508,108.8405,67,75,42,149
34.01083,105.29194,36,74,189,47
-31.43722,-68.52556,44,175,174,-47
31.403,92.003,89,-45,157,143
48.8544,2.4827,77,-24,183,152
49.91678,-109.48481,98,96,50,-1
16.3228,120.3666,86,-9,135,68
17.33333,121.76667,54,10,29,75
31.30223,109.63552,27,12,112,33
60.96444,34.02222,80,26,-22,-48
29.54553,111.72809,99,-43,-12,181
41.53337,112.29579,19,166,106,-5
15.00508,102.27033,45,123,-2,-8
6.29678,101.72844,20,53,199,-30
48.8574,2.3795,87,-28,72,-5
62.3913,17.3063,23,-39,-5,-4
25.37786,119.07242,68,102,-5,192
37.01987,122.08995,57,93,-26,-28
-29.70167,-51.24194,74,48,-21,64
48.112,-1.6743,74,-23,61,21
-24.95583,-53.45528,56,-10,117,158
13.5021,120.9244,51,-14,46,-44
33.92873,113.9551,61,68,-35,169
12.33772,14.18052,59,113,116,45
36.26468,68.01551,14,138,34,25
11.2306,124.0138,44,45,165,-25
41.2933,-95.9361,66,165,-31,-48
45.9,115.36667,82,129,25,178
32.12819,113.4468,76,122,188,41
7.99444,-10.75111,63,10,107,113
51.40253,21.14714,23,-34,175,150
7.9,4.31667,41,144,-30,-38
30.76629,74.12311,13,16,117,-21
18.45962,-77.3357,81,115,109,-33
-16.70806,-49.09306,76,49,44,38
-6.5495,106.3985,85,13,109,-16
35.48199,137.02166,56,-32,-35,-37
46.7833,4.85,20,107,22,110
56.88174,56.58135,71,116,154,160
28.88777,92.83543,54,61,45,67
44.21028,43.13528,2,105,93,68
56.28012,31.67018,32,-6,40,62
23.27628,115.71165,57,9,140,172
-7.4213,107.9964,12,123,-34,184
17.93578,-76.4573,95,184,112,153
39.20963,48.49186,79,182,-30,70
34.88333,135.8,24,-38,192,48
40.15848,123.1807,1,-42,187,32
-25.4395,-66.29126,39,188,135,-17
20.3632,-101.1196,89,195,-22,7
6.30944,125.24278,67,64,125,23
38.75,-7.45,99,77,143,39
-20.47111,-55.78722,61,143,155,-32
-15.65694,-72.52528,13,131,198,148
42.33915,120.80758,84,-46,-11,190
53.21682,-114.98544,82,156,3,8
36.57352,52.01382,19,170,12,176
8.55,39.26667,72,-46,157,85
9.52392,-75.58139,95,94,107,-21
31.72512,120.92012,93,29,-45,112
13.7088,123.745,100,107,40,83
54.25114,23.18124,9,80,190,-49
9.33333,9.45,56,-22,30,23
-28.63861,-53.60639,5,33,-17,188
-8.4465,121.1364,87,95,-5,-28
58.09806,27.46361,27,-31,175,171
29.48684,105.58863,66,-32,170,130
33.68607,-7.38298,81,108,39,43
-7.0009,113.28,25,1,4,-13
49.75182,31.46004,44,19,188,138
28.61108,109.12219,91,144,-14,77
-6.8238,106.422,79,75,169,113
-8.3198,123.2298,45,189,-49,-24
-8.19,114.9675,49,141,80,-18
48.57571,24.70027,62,-39,-22,160
-4.66667,55.41667,51,37,112,36
13.27072,121.91086,89,25,-46,81
36.8211,49.4264,98,162,64,-37
36.7949,-119.7604,87,36,-6,177
-16.02861,-73.17056,24,65,-27,93
28.41491,120.83836,31,174,174,-16
30.70846,120.41672,14,154,142,94
36.88333,22.55,92,-20,32,82
-8.5531,118.2923,54,88,12,101
-36.61756,-72.95593,39,9,199,21
29.61193,121.6859,57,46,180,135
31.47448,116.95206,23,55,-41,-19
26.3874,117.83967,90,194,43,103
19.95,42.4,61,36,-43,113
13.28806,-87.30972,28,56,-31,189
-8.1714,111.7981,69,78,181,196
9.6605,124.3532,19,42,-37,-12
14.58333,-91.51667,7,107,74,182
40.73192,72.76177,99,106,-7,74
38.10725,114.73074,31,69,76,68
-24.62694,25.86556,46,84,139,106
50.39599,19.95031,4,-24,-40,65
56.11607,88.52279,76,-46,47,19
26.5208,50.02452,9,182,102,-6
48.68204,37.53266,39,160,170,148
31.79065,111.55357,72,-10,111,103
-9.8851,124.2455,66,172,121,33
31.49573,119.51742,10,50,117,-16
50.56999,22.12913,92,77,113,62
6.72972,-3.49639,93,42,43,78
48.98562,96.54339,66,23,95,52
-29.20824,29.9946,70,183,82,23
52.51583,-7.88556,72,-24,63,200
49.71145,13.21185,6,-36,48,62
32.75668,12.57159,98,184,-19,-37
57.1317,60.1464,26,83,106,70
56.63877,47.89078,74,93,12,49
10.584,125.1852,69,135,150,13
54.1451,45.1444,49,-32,20,149
-8.1819,112.4548,100,193,10,107
-7.3251,108.2681,9,165,141,0
3.43722,-76.5225,1,115,75,55
46.62778,16.32028,79,136,-7,17
48.9,2.3333,59,167,147,-48
-6.9116,111.5355,13,83,1,115
44.31366,85.68466,7,57,95,39
49.16374,26.58394,97,171,81,71
28.5289,-81.4787,61,81,93,105
48.44574,38.26153,61,32,126,145
-2.0341,147.27173,61,192,15,135
49.85412,36.21704,12,18,75,96
9.90488,-84.10551,52,71,5,165
32.38806,35.93505,84,47,-48,-44
28.84619,117.29633,84,78,-9,-9
29.71074,111.54468,4,188,181,46
-8.47111,126.45833,84,24,73,1
6.96583,125.72611,82,-37,-41,53
35.28403,70.17017,58,161,107,29
5.875,100.3757,61,144,24,163
30.25083,118.93194,98,-15,120,143
52.5167,4.6667,63,118,146,132
28.38514,109.29854,33,152,-5,117
34.47749,109.36098,100,94,125,127
-33.17538,-64.99331,44,-36,-4,71
34.88333,136.58333,35,-28,184,56
51.55346,39.23573,50,144,137,107
52.63082,22.22826,22,80,34,53
41.55,-8.4333,2,185,133,187
-7.0046,111.5157,67,40,122,6
-8.6816,122.193,78,187,104,-42
5.78556,-6.60833,54,-23,-44,-44
29.4237,-98.4925,52,110,166,1
23.61278,116.32632,10,58,39,7
-7.0103,108.6329,19,-19,63,57
45.49543,121.8142,27,36,92,15
57.186,14.04,6,172,-22,197
40.82615,22.59279,72,-1,34,-28
23.38121,113.20744,46,-33,166,-10
41.4105,71.48628,9,190,55,-24
26.48885,113.76796,80,-24,83,137
41.55,-8.45,92,163,10,28
66.3275,22.8441,75,124,40,182
51.5419,38.3657,78,-10,36,74
59.34639,26.35583,28,109,69,173
6.04167,-74.99278,25,7,113,195
39.885,117.39806,19,69,130,96
-7.67916,107.80295,53,168,185,102
48.8835,2.3219,79,62,55,-33
14.9265,120.55791,98,175,53,98
8.88782,126.3112,41,51,95,30
64.0149,11.4954,58,137,138,-34
31.96639,121.54278,25,171,90,-11
-26.42528,-49.24306,100,21,-24,75
45.7485,4.8467,19,-46,97,43
-23.865,35.38333,14,8,146,198
58.14881,41.59483,21,182,110,14
43.16417,45.62278,45,-41,-20,-13
-12.89889,-75.83111,19,89,59,40
-9.23333,33.61667,4,72,103,29
37.1702,49.3998,94,5,119,94
28.60264,117.67184,93,24,145,176
15.03333,-88.83333,23,171,88,82
58.5942,16.1826,2,15,84,199
-17.37389,-40.22056,20,86,186,7
-7.187,111.4987,60,148,183,-27
9.73586,-75.52626,28,51,40,13
26.2156,116.36119,97,97,-27,88
63.1667,17.2667,24,152,69,56
6.72736,124.15117,85,147,118,49
50.86545,15.68367,28,134,47,151
59.8585,17.6454,47,50,94,182
14.63333,-16.23333,42,142,55,166
36.145,120.48778,48,88,78,108
-7.0504,113.6357,83,-46,90,51
-8.2537,112.0704,80,-37,135,21
53.93366,18.32262,84,182,41,117
26.20928,119.06907,47,37,-17,143
8.53035,-80.35117,85,99,33,55
18.4726,120.5763,69,187,43,-6
-36.52567,-64.01025,98,105,190,50
-7.18806,-79.51528,95,111,77,126
31.20509,108.50628,75,116,96,117
38.8992,-77.0089,24,149,62,24
9.37083,-69.21028,39,78,-44,167
43.33333,27.6,81,63,0,43
43.47861,43.6275,87,176,-46,56
-7.3047,106.8353,85,97,174,-45
33.8272,46.3097,73,114,-5,169
-20.71667,-64.7,33,-1,198,59
-41.31667,174.75,1,66,-12,95
45.91995,20.01766,5,62,103,10
29.51435,110.30001,31,116,139,109
-15.17306,-72.83083,13,166,16,141
29.87848,107.0784,77,140,54,122
-32.30673,-62.65214,2,170,159,4
-32.00893,26.25935,54,1,-45,-7
50.19003,18.45334,73,33,93,146
51.71667,126.63333,57,-9,-44,0
47.33529,130.27044,53,70,95,114
9.69722,125.58556,4,103,161,71
28.91667,30.85,14,-18,57,-46
32.86422,35.29707,77,178,162,183
33.25897,106.32583,48,-17,1,175
29.12418,118.1974,88,195,167,-9
14.68679,102.538,56,-1,-21,89
-30.11537,28.68936,2,-24,101,135
28.31586,115.36755,77,129,155,161
-23.35556,-47.85694,89,182,118,72
31.70487,35.20376,91,73,138,111
43.76667,26.66667,26,110,69,86
18.8926,-96.7958,13,-22,82,29
15.6633,120.5147,47,77,102,156
14.33333,-87.63333,10,8,146,114
36.04306,14.21722,13,93,198,134
61.23333,73.33333,19,-31,-1,184
31.77819,104.73932,89,140,33,44
-8.1772,123.7975,71,92,171,168
14.15,-87.33333,87,-38,11,-33
52.36344,15.37768,60,119,-19,86
40.8167,-7.55,14,95,157,-14
11.51966,4.2603,81,33,155,76
-6.7769,111.2573,50,-35,110,-27
49.90492,19.32461,56,112,141,166
36.72556,10.85528,42,70,54,8
61.60111,90.01806,92,71,89,145
38.6167,-9.1,56,140,90,17
54.32684,19.11252,44,58,92,-18
38.1,21.41667,55,3,197,28
59.2741,15.2066,89,56,12,-9
-5.25837,14.85838,31,122,106,111
27.9843,-82.7813,43,47,200,192
-2.41889,-48.15222,19,-47,128,170
